onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0005	2.0	contempt	female	NorthEuropean	F01
12.0015	2.0	contempt	female	NorthEuropean	F01
19.0025	2.0	contempt	female	NorthEuropean	F01
26.0065	2.0	joy	female	NorthEuropean	F04
33.0075	2.0	anger	female	Mediterranean	F06
40.0085	2.0	joy	female	NorthEuropean	F03
47.0095	2.0	contempt	female	NorthEuropean	F03
54.0105	2.0	pride	female	NorthEuropean	F01
61.0115	2.0	anger	female	NorthEuropean	F01
68.0125	2.0	contempt	female	NorthEuropean	F04
75.0135	2.0	pride	female	Mediterranean	F06
82.0145	2.0	pride	female	Mediterranean	F09
89.0155	2.0	anger	female	NorthEuropean	F03
96.0165	2.0	pride	female	NorthEuropean	F04
103.0175	2.0	contempt	female	Mediterranean	F06
110.0185	2.0	joy	female	NorthEuropean	F02
117.0195	2.0	contempt	female	NorthEuropean	F01
124.0205	2.0	joy	female	Mediterranean	F06
131.0215	2.0	anger	female	Mediterranean	F09
138.0225	2.0	joy	female	NorthEuropean	F01
145.0235	2.0	anger	female	NorthEuropean	F02
152.0245	2.0	neutral	female	NorthEuropean	F03
159.0255	2.0	neutral	female	NorthEuropean	F01
166.0265	2.0	contempt	female	NorthEuropean	F02
173.0275	2.0	anger	female	NorthEuropean	F04
180.0285	2.0	pride	female	NorthEuropean	F02
187.0295	2.0	contempt	female	Mediterranean	F09
194.0305	2.0	pride	female	NorthEuropean	F03
201.0315	2.0	neutral	female	NorthEuropean	F02
208.0325	2.0	neutral	female	Mediterranean	F09
215.0335	2.0	joy	female	Mediterranean	F09
222.0345	2.0	neutral	female	Mediterranean	F06
229.0355	2.0	neutral	female	NorthEuropean	F04
