onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0009	2.0	contempt	female	NorthEuropean	F01
12.0019	2.0	contempt	female	NorthEuropean	F01
19.0029	2.0	contempt	female	NorthEuropean	F01
26.0139	2.0	anger	female	Mediterranean	F09
33.0149	2.0	pride	female	NorthEuropean	F01
40.0159	2.0	contempt	female	Mediterranean	F06
47.0169	2.0	pride	female	NorthEuropean	F04
54.0179	2.0	joy	female	NorthEuropean	F01
61.0189	2.0	neutral	female	Mediterranean	F09
68.0199	2.0	anger	female	NorthEuropean	F01
75.0209	2.0	pride	female	Mediterranean	F06
82.0219	2.0	anger	female	Mediterranean	F06
89.0229	2.0	joy	female	NorthEuropean	F02
96.0239	2.0	neutral	female	NorthEuropean	F03
103.0249	2.0	contempt	female	Mediterranean	F09
110.0259	2.0	contempt	female	NorthEuropean	F04
117.0269	2.0	joy	female	Mediterranean	F06
124.0279	2.0	contempt	female	NorthEuropean	F03
131.0289	2.0	anger	female	NorthEuropean	F04
138.0299	2.0	neutral	female	NorthEuropean	F02
145.0309	2.0	anger	female	NorthEuropean	F02
152.0319	2.0	contempt	female	NorthEuropean	F01
159.0329	2.0	pride	female	NorthEuropean	F03
166.0339	2.0	neutral	female	Mediterranean	F06
173.0349	2.0	pride	female	Mediterranean	F09
180.0359	2.0	joy	female	NorthEuropean	F03
187.0369	2.0	neutral	female	NorthEuropean	F01
194.0379	2.0	contempt	female	NorthEuropean	F02
201.0389	2.0	pride	female	NorthEuropean	F02
208.0399	2.0	anger	female	NorthEuropean	F03
215.0409	2.0	neutral	female	NorthEuropean	F04
222.0419	2.0	joy	female	NorthEuropean	F04
229.0429	2.0	joy	female	Mediterranean	F09
