onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0007	2.0	contempt	female	NorthEuropean	F01
12.0017	2.0	contempt	female	NorthEuropean	F01
19.0027	2.0	contempt	female	NorthEuropean	F01
26.0137	2.0	pride	female	NorthEuropean	F03
33.0147	2.0	anger	female	NorthEuropean	F03
40.0157	2.0	anger	female	Mediterranean	F06
47.0167	2.0	anger	female	NorthEuropean	F02
54.0177	2.0	neutral	female	Mediterranean	F06
61.0187	2.0	neutral	female	NorthEuropean	F03
68.0197	2.0	pride	female	NorthEuropean	F04
75.0207	2.0	pride	female	Mediterranean	F06
82.0217	2.0	joy	female	NorthEuropean	F01
89.0227	2.0	joy	female	NorthEuropean	F04
96.0237	2.0	contempt	female	Mediterranean	F09
103.0247	2.0	neutral	female	NorthEuropean	F01
110.0257	2.0	contempt	female	NorthEuropean	F01
117.0267	2.0	pride	female	NorthEuropean	F01
124.0277	2.0	neutral	female	NorthEuropean	F04
131.0287	2.0	contempt	female	NorthEuropean	F04
138.0297	2.0	contempt	female	Mediterranean	F06
145.0307	2.0	joy	female	Mediterranean	F06
152.0317	2.0	anger	female	NorthEuropean	F01
159.0327	2.0	anger	female	Mediterranean	F09
166.0337	2.0	pride	female	Mediterranean	F09
173.0347	2.0	anger	female	NorthEuropean	F04
180.0357	2.0	contempt	female	NorthEuropean	F03
187.0367	2.0	pride	female	NorthEuropean	F02
194.0377	2.0	contempt	female	NorthEuropean	F02
201.0387	2.0	joy	female	NorthEuropean	F02
208.0397	2.0	joy	female	NorthEuropean	F03
215.0407	2.0	joy	female	Mediterranean	F09
222.0417	2.0	neutral	female	Mediterranean	F09
229.0427	2.0	neutral	female	NorthEuropean	F02
